0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,3
10,3
11,3
12,3
13,3
14,3
15,3
16,3
17,14
18,14
19,14
20,14
21,14
22,14
23,14
24,14
25,14
26,14
27,14
28,14
29,14
30,14
31,14
32,14
33,15
34,15
35,16
36,16
37,42
38,48
39,63
40,63
41,63
42,63
43,63
44,63
45,63
46,65
47,65
48,65
49,65
50,77
51,77
52,77
53,77
54,77
55,86
56,86
57,86
58,86
59,86
60,86
61,86
62,97
63,97
64,97
65,97
66,113
67,113
68,113
69,123
70,123
71,123
72,123
73,123
74,123
75,131
76,131
77,131
78,167
79,167
80,167
81,173
82,191
83,191
84,194
85,194
86,194
87,194
88,194
89,194
90,288
91,288
92,288
93,425
94,425
95,425
96,425
97,425
98,425
99,425
100,425
101,425
102,425
103,425
104,730
105,730
106,730
107,730
108,730
109,730
110,730
111,730
112,747
113,747
114,747
115,747
116,747
117,747
118,850
119,850
120,850
121,1140
122,1249
123,1249
124,1249
125,1249
126,1380
127,1380
128,1380
129,1398
130,1398
131,1398
132,1398
133,1398
134,1398
135,1398
136,1398
137,1398
138,1822
139,2278
140,2278
141,2278
142,2278
143,2656
144,2656
145,2656
146,2656
147,2656
148,2656
149,2877
150,3310
151,3469
152,3469
153,4365
154,4365
155,5178
156,6273
157,2
158,120
159,120
160,120
161,120
162,52
163,52
164,52
165,52
166,52
167,52
168,52
169,52
170,52
171,52
172,52
173,52
174,52
175,52
176,52
177,139
178,139
179,198
180,198
181,198
182,234
183,234
184,234
185,234
186,234
187,234
188,234
189,234
190,234
191,234
192,234
193,234
194,234
195,234
196,234
197,234
198,234
199,234
200,234
201,351
202,351
203,526
204,526
205,526
206,526
207,526
208,526
209,526
210,526
211,526
212,526
213,526
214,526
215,526
216,526
217,526
218,651
219,2205
220,2205
221,2205
222,2342
223,4
224,85
225,85
226,85
227,85
228,5
229,5
230,22
231,22
232,751
233,751
234,6
235,387
236,387
237,387
238,7
239,7
240,7
241,654
242,654
243,874
244,874
245,874
246,960
247,960
248,960
249,960
250,960
251,960
252,960
253,960
254,3711
255,4848
256,4848
257,5242
258,5716
259,5716
260,5716
261,5716
262,5716
263,5716
264,5716
265,8
266,8
267,128
268,128
269,128
270,174
271,174
272,174
273,227
274,227
275,227
276,227
277,227
278,227
279,227
280,227
281,227
282,227
283,227
284,1448
285,1448
286,1448
287,1448
288,1448
289,9
290,9
291,4304
292,4304
293,4304
294,4304
295,5089
296,5089
297,5089
298,5089
299,5089
300,5089
301,5089
302,5089
303,5089
304,5089
305,10
306,10
307,10
308,72
309,72
310,72
311,72
312,96
313,96
314,96
315,545
316,545
317,2483
318,2483
319,3897
320,3897
321,3897
322,3897
323,3897
324,11
325,4769
326,4769
327,12
328,12
329,38
330,38
331,38
332,38
333,38
334,38
335,38
336,38
337,38
338,188
339,454
340,3050
341,3050
342,5857
343,13
344,13
345,13
346,13
347,13
348,13
349,118
350,118
351,118
352,118
353,118
354,118
355,118
356,211
357,211
358,211
359,211
360,211
361,1323
362,1323
363,1323
364,1323
365,1323
366,1323
367,1323
368,1323
369,1323
370,1323
371,1323
372,1323
373,1323
374,1323
375,1323
376,1323
377,1323
378,2056
379,2056
380,2056
381,2056
382,2056
383,2056
384,2056
385,2056
386,2056
387,2056
388,2056
389,2056
390,2056
391,2753
392,2753
393,2753
394,2753
395,2753
396,2753
397,2753
398,2753
399,2753
400,2753
401,2753
402,3866
403,3866
404,3866
405,3866
406,4454
407,4454
408,21
409,21
410,21
411,21
412,21
413,24
414,24
415,24
416,24
417,24
418,24
419,24
420,24
421,69
422,91
423,91
424,91
425,91
426,157
427,157
428,157
429,157
430,158
431,158
432,158
433,158
434,161
435,161
436,161
437,161
438,164
439,164
440,164
441,201
442,201
443,201
444,201
445,201
446,201
447,201
448,207
449,207
450,207
451,207
452,207
453,216
454,216
455,216
456,235
457,251
458,251
459,251
460,253
461,253
462,253
463,253
464,253
465,279
466,279
467,279
468,279
469,279
470,279
471,279
472,279
473,279
474,279
475,279
476,284
477,284
478,284
479,284
480,318
481,318
482,326
483,326
484,326
485,326
486,337
487,337
488,337
489,404
490,404
491,404
492,404
493,404
494,502
495,502
496,502
497,502
498,502
499,502
500,502
501,502
502,502
503,502
504,502
505,502
506,502
507,502
508,502
509,502
510,502
511,502
512,502
513,502
514,502
515,502
516,502
517,502
518,502
519,502
520,502
521,502
522,502
523,502
524,502
525,502
526,502
527,502
528,502
529,502
530,502
531,502
532,502
533,502
534,502
535,502
536,502
537,512
538,512
539,512
540,582
541,582
542,582
543,623
544,623
545,623
546,623
547,637
548,637
549,637
550,637
551,637
552,637
553,637
554,735
555,735
556,735
557,779
558,779
559,779
560,779
561,779
562,779
563,779
564,779
565,779
566,828
567,828
568,828
569,1075
570,1075
571,1075
572,1075
573,1075
574,1075
575,1075
576,1075
577,1119
578,1119
579,1119
580,1119
581,1119
582,1119
583,1119
584,1119
585,1119
586,1119
587,1119
588,1119
589,1119
590,1159
591,1159
592,1159
593,1159
594,1159
595,1159
596,1159
597,1179
598,1179
599,1179
600,1179
601,1179
602,1179
603,1179
604,1179
605,1179
606,1215
607,1215
608,1215
609,1215
610,1215
611,1215
612,1215
613,1215
614,1215
615,1215
616,1215
617,1215
618,1215
619,1215
620,1215
621,1215
622,1215
623,1215
624,1215
625,1215
626,1215
627,1215
628,1215
629,1215
630,1215
631,1215
632,1215
633,1215
634,1215
635,1215
636,1215
637,1215
638,1215
639,1215
640,1215
641,1215
642,1215
643,1215
644,1215
645,1215
646,1247
647,1247
648,1247
649,1351
650,1351
651,1395
652,1395
653,1395
654,1395
655,1484
656,1484
657,1484
658,1484
659,1484
660,1484
661,1484
662,1869
663,1869
664,1869
665,1869
666,1907
667,1907
668,1907
669,1907
670,1907
671,1907
672,2015
673,2015
674,2052
675,2052
676,2052
677,2137
678,2137
679,2137
680,2137
681,2137
682,2203
683,2203
684,2203
685,2203
686,2203
687,2203
688,2203
689,2203
690,2203
691,2203
692,2203
693,2349
694,2349
695,2404
696,2404
697,2507
698,2507
699,2507
700,2507
701,2507
702,2507
703,2507
704,2507
705,2507
706,2507
707,2507
708,2804
709,2804
710,2804
711,2804
712,2804
713,2804
714,2976
715,2976
716,2976
717,3080
718,3424
719,3514
720,3514
721,3514
722,3514
723,3514
724,3514
725,3514
726,3514
727,3514
728,3514
729,3514
730,3514
731,3514
732,3514
733,3598
734,4553
735,5362
736,5362
737,5362
738,5362
