id1,id2
1,38
1,279
1,293
1,744
1,1017
1,1184
1,1764
1,1945
1,2060
1,3814
1,5065
1,5660
1,6357
1,6495
2,3
2,6
2,14
2,15
2,18
2,47
2,98
2,106
2,108
2,145
2,222
2,302
2,347
2,404
2,463
2,491
2,616
2,864
2,1218
2,1509
2,1515
2,1533
2,1674
2,2070
2,3099
2,3413
2,5890
3,10
3,18
3,37
3,47
3,48
3,71
3,133
3,168
3,211
3,249
3,255
3,338
3,376
3,389
3,541
3,626
3,684
3,836
3,1009
3,1128
3,1175
3,1214
3,1383
3,1426
3,1527
3,1963
3,1984
3,2039
3,2827
3,4240
3,4679
3,6985
4,10
4,26
4,30
4,238
4,389
4,422
4,1176
4,1509
4,1576
4,1703
4,1885
4,2023
4,2070
4,2489
4,2580
4,4226
5,7
5,64
5,1290
5,4898
6,10
6,14
6,15
6,33
6,42
6,54
6,64
6,67
6,68
6,106
6,122
6,142
6,206
6,211
6,227
6,230
6,234
6,264
6,274
6,288
6,304
6,376
6,402
6,489
6,492
6,529
6,626
6,697
6,766
6,953
6,1309
6,1343
6,1384
6,1426
6,1459
6,1509
6,1735
6,3198
6,3689
6,7069
7,64
7,1925
7,4898
7,6940
8,446
8,1511
8,1634
8,6383
9,1554
9,5699
10,15
10,16
10,18
10,30
10,54
10,58
10,74
10,159
10,192
10,197
10,202
10,230
10,236
10,248
10,276
10,290
10,304
10,311
10,317
10,340
10,389
10,393
10,403
10,422
10,491
10,507
10,515
10,571
10,588
10,596
10,656
10,667
10,687
10,766
10,787
10,866
10,1009
10,1214
10,1225
10,1425
10,1477
10,1509
10,1533
10,1557
10,1650
10,1663
10,1719
10,1788
10,1939
10,2039
10,2139
10,2836
10,5214
10,6296
11,293
11,1402
11,4272
11,4573
11,5793
12,270
12,885
12,1024
12,1823
12,3223
12,3682
12,4199
12,4594
13,2656
13,6596
14,18
14,20
14,25
14,33
14,38
14,42
14,43
14,49
14,51
14,57
14,65
14,67
14,72
14,78
14,82
14,98
14,107
14,122
14,136
14,138
14,150
14,151
14,152
14,164
14,173
14,195
14,198
14,203
14,205
14,211
14,216
14,219
14,228
14,232
14,234
14,246
14,252
14,260
14,270
14,278
14,282
14,293
14,304
14,324
14,332
14,335
14,336
14,337
14,347
14,348
14,356
14,368
14,372
14,376
14,384
14,390
14,402
14,408
14,422
14,451
14,453
14,458
14,463
14,486
14,489
14,497
14,506
14,507
14,512
14,515
14,529
14,530
14,531
14,547
14,581
14,594
14,600
14,605
14,608
14,610
14,616
14,646
14,647
14,653
14,655
14,687
14,690
14,698
14,713
14,717
14,719
14,729
14,739
14,745
14,748
14,752
14,765
14,780
14,787
14,818
14,838
14,862
14,879
14,889
14,903
14,908
14,925
14,932
14,945
14,952
14,979
14,999
14,1008
14,1011
14,1033
14,1037
14,1064
14,1067
14,1072
14,1077
14,1083
14,1087
14,1105
14,1106
14,1129
14,1130
14,1162
14,1178
14,1187
14,1205
14,1243
14,1258
14,1316
14,1415
14,1435
14,1491
14,1515
14,1528
14,1533
14,1537
14,1589
14,1611
14,1612
14,1622
14,1628
14,1690
14,1725
14,1764
14,1765
14,1788
14,1793
14,1816
14,1877
14,1929
14,2036
14,2082
14,2113
14,2243
14,2371
14,2564
14,2921
14,2951
14,3214
14,3287
14,3403
14,3482
14,3523
14,3797
14,3851
14,3869
14,3875
14,4027
14,6051
14,6614
14,7123
15,18
15,65
15,100
15,122
15,151
15,154
15,162
15,177
15,202
15,204
15,206
15,207
15,254
15,272
15,274
15,283
15,293
15,304
15,338
15,365
15,393
15,477
15,498
15,511
15,588
15,619
15,645
15,687
15,739
15,748
15,783
15,831
15,847
15,908
15,979
15,1009
15,1043
15,1064
15,1115
15,1125
15,1200
15,1243
15,1319
15,1402
15,1425
15,1467
15,1533
15,1765
15,1788
15,1939
15,2106
15,2112
15,2113
15,2489
15,2503
15,2534
15,2763
15,2836
15,3240
15,3312
15,3338
15,3824
15,4206
15,4471
16,18
16,47
16,122
16,133
16,203
16,423
16,491
16,588
16,626
16,645
16,1067
16,1340
16,1892
16,2184
17,105
17,141
17,144
17,151
17,152
17,567
17,588
17,687
17,739
17,1072
17,1944
18,30
18,33
18,37
18,42
18,47
18,49
18,51
18,53
18,59
18,65
18,66
18,67
18,71
18,72
18,74
18,94
18,102
18,106
18,122
18,133
18,136
18,143
18,151
18,152
18,155
18,157
18,181
18,188
18,202
18,205
18,206
18,221
18,230
18,234
18,248
18,260
18,264
18,270
18,274
18,275
18,279
18,293
18,297
18,304
18,328
18,337
18,341
18,342
18,343
18,362
18,371
18,372
18,376
18,402
18,408
18,410
18,463
18,471
18,473
18,486
18,489
18,508
18,531
18,536
18,538
18,541
18,554
18,556
18,588
18,610
18,623
18,626
18,627
18,647
18,674
18,697
18,708
18,748
18,766
18,779
18,889
18,891
18,907
18,908
18,919
18,949
18,954
18,1021
18,1023
18,1043
18,1050
18,1067
18,1072
18,1128
18,1258
18,1284
18,1309
18,1345
18,1618
18,1765
18,1911
18,1944
18,2039
18,2112
18,2116
18,2322
18,2503
18,2731
18,2941
18,2973
18,3034
18,3113
18,3659
18,3717
18,3734
18,3754
18,4721
18,5862
19,143
19,217
19,373
19,419
19,521
19,605
19,676
19,1464
19,1523
19,1533
19,2766
19,3441
19,3501
19,3564
20,67
20,94
20,234
20,264
20,270
20,275
20,304
20,305
20,376
20,384
20,402
20,469
20,513
20,518
20,634
20,736
20,765
20,1008
20,1023
20,1072
20,1258
20,1284
20,1382
20,2112
20,2795
20,2932
20,3090
20,5358
20,7060
21,37
21,38
21,113
21,133
21,892
21,1057
21,4446
22,2594
23,26
23,38
23,42
23,47
23,59
23,160
23,162
23,203
23,248
23,330
23,404
23,616
23,833
23,957
23,1009
23,1458
23,1737
23,1794
23,1830
23,2005
23,2218
23,2992
23,4008
23,4178
23,5743
23,6532
24,847
24,1286
25,26
25,30
25,34
25,36
25,43
25,47
25,59
25,98
25,122
25,133
25,135
25,148
25,152
25,196
25,286
25,290
25,389
25,432
25,434
25,538
25,594
25,681
25,773
25,784
25,1222
25,1426
25,1459
25,1948
25,4598
26,34
26,36
26,37
26,65
26,122
26,135
26,167
26,172
26,227
26,255
26,298
26,320
26,422
26,447
26,467
26,544
26,546
26,641
26,706
26,721
26,773
26,783
26,784
26,788
26,832
26,873
26,971
26,1016
26,1026
26,1043
26,1100
26,1119
26,1222
26,1286
26,1287
26,1332
26,1388
26,1455
26,1459
26,1505
26,1508
26,1540
26,1556
26,1703
26,1808
26,1835
26,1849
26,1948
26,2116
26,2137
26,2352
26,2381
26,2489
26,2494
26,2874
26,2887
26,3175
26,4598
26,5513
26,5711
26,6809
27,47
27,656
27,3949
28,29
28,47
28,51
28,82
28,102
28,145
28,146
28,180
28,216
28,345
28,517
28,1220
28,2977
29,847
29,2234
30,34
30,42
30,54
30,135
30,170
30,198
30,298
30,311
30,546
30,691
30,721
30,784
30,971
30,1210
30,1459
30,1662
30,2836
30,5333
31,53
31,216
31,230
31,233
31,304
31,854
31,878
31,1315
31,1529
31,2196
31,2511
31,4755
31,4838
31,5156
32,52
32,2935
32,3474
32,3544
32,3935
32,4274
32,7113
33,49
33,51
33,71
33,106
33,136
33,143
33,151
33,211
33,215
33,248
33,270
33,274
33,293
33,329
33,342
33,356
33,384
33,404
33,422
33,491
33,541
33,568
33,595
33,596
33,615
33,616
33,697
33,737
33,879
33,956
33,1038
33,1046
33,1064
33,1079
33,1090
33,1128
33,2809
34,133
34,240
34,678
34,721
34,773
34,784
34,914
34,1006
34,1056
34,1744
34,1802
34,5681
34,6440
35,51
35,82
35,106
35,122
35,228
35,275
35,305
35,336
35,343
35,347
35,529
35,556
35,571
35,610
35,634
35,646
35,677
35,719
35,739
35,805
35,838
35,867
35,879
35,977
35,1002
35,1064
35,1103
35,1284
35,1481
35,1626
35,1868
35,1964
35,2857
36,378
37,38
37,90
37,93
37,113
37,133
37,152
37,188
37,236
37,293
37,298
37,500
37,706
37,716
37,891
37,1057
37,1201
37,1587
37,1682
37,1897
37,2146
37,2189
37,2475
37,3072
37,3752
37,4157
37,5137
38,47
38,81
38,167
38,203
38,225
38,236
38,255
38,264
38,298
38,330
38,467
38,597
38,675
38,766
38,792
38,947
38,981
38,1009
38,1068
38,1286
38,1287
38,1391
38,1430
38,1477
38,1497
38,1507
38,1799
38,1820
38,1851
38,1878
38,1948
38,1985
38,2097
38,2136
38,2317
38,2406
38,2446
38,2527
38,2629
38,2789
38,2835
38,2992
38,3072
38,3249
38,3338
38,3348
38,3944
38,3949
38,4157
38,4807
38,5410
38,7040
39,1905
39,3308
39,3827
40,47
40,82
40,426
40,1156
40,2184
40,2582
41,136
41,137
41,154
41,165
41,277
41,610
41,611
41,627
41,838
41,893
41,918
41,1076
41,1216
41,1402
41,1527
41,1692
41,1880
41,1986
41,2006
41,2070
41,2124
41,2326
41,2354
41,2433
41,2564
41,2806
41,2973
41,3211
41,3439
41,4052
41,4272
41,4500
41,5240
41,5548
41,5937
41,5961
42,47
42,51
42,53
42,82
42,143
42,151
42,216
42,491
42,514
42,586
42,914
42,957
43,118
43,120
43,136
43,143
43,146
43,150
43,155
43,206
43,234
43,264
43,270
43,274
43,304
43,327
43,338
43,376
43,481
43,489
43,538
43,541
43,578
43,667
43,697
43,820
43,866
43,1449
43,1468
43,1596
43,1628
43,1823
43,1884
43,1984
43,2555
43,3804
43,4996
44,51
44,327
45,108
45,216
45,293
45,309
45,615
45,715
45,948
45,1068
45,1296
45,1432
45,1818
45,5114
46,767
46,3606
47,51
47,53
47,54
47,59
47,62
47,65
47,71
47,78
47,102
47,106
47,117
47,122
47,129
47,140
47,158
47,164
47,168
47,170
47,192
47,203
47,227
47,234
47,238
47,249
47,260
47,302
47,338
47,340
47,372
47,410
47,434
47,489
47,511
47,523
47,529
47,554
47,578
47,619
47,645
47,675
47,724
47,726
47,783
47,847
47,883
47,942
47,946
47,971
47,974
47,1026
47,1168
47,1222
47,1235
47,1287
47,1315
47,1340
47,1383
47,1441
47,1459
47,1492
47,1509
47,1546
47,1618
47,1650
47,1678
47,1700
47,1719
47,1834
47,1853
47,2020
47,2070
47,2072
47,2152
47,2171
47,2218
47,2348
47,2352
47,2381
47,2494
47,2505
47,2621
47,2672
47,2697
47,2734
47,2793
47,2836
47,2854
47,2870
47,2884
47,2918
47,2973
47,2979
47,2986
47,3097
47,3316
47,3321
47,3365
47,3477
47,3734
47,4117
47,4414
47,5204
48,168
48,270
48,372
48,377
48,511
48,1009
48,1168
48,1662
48,2979
48,3485
48,4615
49,53
49,81
49,82
49,106
49,146
49,151
49,168
49,173
49,216
49,234
49,270
49,293
49,304
49,305
49,372
49,392
49,393
49,402
49,408
49,458
49,489
49,512
49,517
49,556
49,568
49,573
49,580
49,605
49,626
49,737
49,751
49,818
49,860
49,1002
49,1011
49,1025
49,1095
49,1103
49,1106
49,1267
49,1435
49,1698
49,2345
49,2503
49,2866
49,2983
49,5600
49,5891
50,275
50,610
51,53
51,67
51,82
51,122
51,143
51,145
51,146
51,150
51,164
51,198
51,200
51,211
51,234
51,239
51,252
51,270
51,293
51,304
51,307
51,336
51,342
51,365
51,376
51,402
51,408
51,469
51,489
51,512
51,568
51,569
51,594
51,604
51,634
51,647
51,872
51,943
51,1095
51,1250
51,1258
51,1752
51,2795
51,2855
51,2977
51,4576
52,212
52,340
52,470
52,595
52,664
52,739
52,1077
52,1143
52,1168
52,1263
52,1275
52,1303
