id1,id2
1,21
1,48
1,55
1,66
1,67
1,68
1,84
1,85
1,109
1,128
1,134
1,152
1,162
1,218
1,240
1,267
1,341
1,387
1,398
1,466
1,552
1,641
1,734
1,811
1,869
1,929
1,1141
1,1209
1,1307
1,1378
1,1656
1,1681
1,1978
1,3531
1,3716
2,29
3,252
3,661
3,2385
4,5
4,8
4,14
4,67
4,109
4,177
4,205
4,216
4,224
4,331
4,362
4,363
4,492
4,697
4,722
4,811
4,836
4,992
4,1179
4,1236
4,1406
4,1577
4,2689
4,2976
4,3330
4,3432
4,3664
4,3716
5,12
5,14
5,20
5,21
5,32
5,33
5,41
5,42
5,75
5,94
5,96
5,120
5,129
5,146
5,205
5,212
5,238
5,260
5,265
5,331
5,338
5,343
5,345
5,444
5,454
5,538
5,582
5,603
5,654
5,687
5,700
5,701
5,715
5,762
5,764
5,771
5,807
5,811
5,827
5,836
5,976
5,994
5,1093
5,1223
5,1486
5,1764
5,1788
5,1874
5,1971
5,2743
5,2802
5,3048
5,3188
5,3458
5,3521
5,3699
6,542
7,20
7,21
7,29
7,51
7,52
7,58
7,71
7,100
7,107
7,151
7,184
7,186
7,214
7,285
7,329
7,393
7,426
7,443
7,673
7,810
7,1258
7,1520
7,1901
7,2596
7,3715
8,9
8,18
8,30
8,32
8,39
8,51
8,53
8,71
8,94
8,98
8,107
8,122
8,157
8,160
8,185
8,232
8,241
8,287
8,668
8,782
8,784
8,915
8,1840
8,2025
8,3521
8,3522
8,3687
9,14
9,18
9,30
9,50
9,53
9,94
9,105
9,143
9,177
9,200
9,205
9,224
9,292
9,399
9,426
9,567
9,576
9,603
9,685
9,742
9,765
9,777
9,781
9,782
9,795
9,882
9,892
9,922
9,1166
9,1236
9,1619
9,1667
9,1740
9,1916
9,2012
9,2122
9,2263
9,2426
9,2446
9,2529
9,2786
9,2913
9,2952
9,2974
9,3008
9,3152
9,3268
9,3316
9,3330
9,3406
9,3535
9,3703
9,3913
10,539
10,3716
11,22
11,51
11,71
11,92
11,145
11,156
11,161
11,179
11,3759
12,40
12,49
12,51
12,123
12,139
12,397
12,426
12,538
12,663
12,669
12,761
12,763
12,805
12,1009
12,1516
12,1737
12,1788
12,2500
12,2690
12,2802
12,3045
12,3398
12,3521
12,3605
13,3689
14,41
14,42
14,109
14,127
14,152
14,177
14,196
14,205
14,217
14,331
14,363
14,516
14,701
14,714
14,870
14,880
14,994
14,1027
14,1395
14,1874
14,2025
14,2743
14,3847
15,58
15,143
15,177
15,305
15,385
15,745
15,1044
15,1051
15,1111
15,1118
15,1426
15,1496
15,1644
15,2261
16,341
16,471
17,48
18,21
18,30
18,37
18,51
18,58
18,80
18,94
18,107
18,108
18,111
18,119
18,151
18,193
18,199
18,240
18,258
18,397
18,406
18,545
18,625
18,782
18,1129
18,1181
18,1190
18,1327
18,1543
18,1639
18,1640
18,1715
18,1797
18,2359
18,2844
18,2847
18,2948
18,2990
18,3344
19,499
19,1200
19,2603
20,33
20,48
20,49
20,71
20,96
20,107
20,135
20,146
20,154
20,157
20,213
20,215
20,296
20,397
20,426
20,502
20,571
20,625
20,649
20,663
20,700
20,727
20,750
20,811
20,963
20,1037
20,1127
20,1164
20,1166
20,1264
20,1295
20,1307
20,1486
20,1808
20,1893
20,1971
20,2491
20,2624
20,3064
20,3235
20,3521
20,3589
20,3720
20,3725
21,37
21,38
21,48
21,49
21,51
21,58
21,75
21,96
21,108
21,119
21,122
21,146
21,177
21,263
21,334
21,385
21,455
21,625
21,673
21,829
21,888
21,976
21,1063
21,1676
21,3008
21,3120
21,3239
21,3261
21,3344
21,3521
22,71
22,92
22,161
22,179
22,744
23,111
23,868
23,1207
23,1421
23,2148
23,2298
23,3008
24,182
24,302
24,448
25,1673
25,2325
25,2679
25,2940
25,3018
26,90
26,135
26,154
26,502
26,855
26,1109
26,1264
27,107
27,108
27,111
27,251
27,290
27,330
27,448
27,1642
27,2303
27,3075
28,58
28,97
28,108
28,159
28,268
28,488
28,634
28,718
28,1860
28,2537
29,32
29,39
29,43
29,172
29,351
29,1022
30,32
30,50
30,58
30,94
30,193
30,265
30,398
30,625
30,781
30,1521
30,1814
30,2028
31,185
31,216
31,385
31,940
31,1924
32,37
32,40
32,62
32,94
32,107
32,108
32,138
32,306
32,393
32,443
32,456
32,994
32,1486
32,1659
32,1972
32,2018
32,2219
32,2987
32,3398
32,3715
32,3786
33,195
33,265
33,349
33,582
33,1857
33,3371
34,302
34,312
34,479
34,564
34,595
34,674
34,742
34,775
34,836
34,922
34,972
34,988
34,991
34,997
34,1145
34,1191
34,1245
34,1271
34,1299
34,1301
34,1367
34,1400
34,1452
34,1455
34,1517
34,1523
34,1620
34,1640
34,1667
34,1688
34,2146
34,2157
34,2219
34,2305
34,2333
34,2340
34,2356
34,2360
34,2407
34,2477
34,2510
34,2520
34,2547
34,2559
34,2578
34,2588
34,2594
34,2609
34,2671
34,2689
34,2724
34,2781
34,2811
34,2870
34,2905
34,2945
34,2970
34,3030
34,3039
34,3119
34,3129
34,3197
34,3208
34,3210
34,3213
34,3221
34,3304
34,3316
34,3326
34,3367
34,3399
34,3500
34,3524
34,3558
34,3574
34,3586
34,3592
34,3624
34,3642
34,3646
34,3670
34,3681
34,3701
34,3704
34,3721
34,3729
34,3730
34,3790
34,3820
34,3847
34,3862
34,3916
34,3944
35,144
35,248
35,262
35,268
35,382
35,403
35,415
35,442
35,1232
36,83
36,191
36,384
36,2673
36,3235
36,3265
36,3664
37,62
37,90
37,91
37,96
37,107
37,120
37,122
37,123
37,135
37,146
37,154
37,166
37,224
37,311
37,558
37,634
37,814
37,836
37,1024
37,1127
37,1187
37,1393
37,1443
37,1528
37,1585
37,3007
37,3064
37,3163
37,3344
37,3398
37,3637
38,50
38,99
38,516
38,3521
39,51
39,94
39,96
39,109
39,120
39,130
39,154
39,157
39,177
39,216
39,224
39,287
39,331
39,338
39,341
39,380
39,385
39,426
39,440
39,442
39,443
39,448
39,507
39,516
39,525
39,546
39,558
39,625
39,777
39,805
39,811
39,836
39,847
39,1120
39,1130
39,1166
39,1409
39,1479
39,1494
39,1538
39,1874
39,2012
39,2013
39,2030
39,2575
39,3008
39,3117
39,3163
39,3344
39,3398
39,3664
40,51
40,81
40,98
40,111
40,338
40,493
40,505
40,761
41,42
41,75
41,127
41,715
41,792
41,807
41,1133
41,1874
41,2802
42,305
42,679
42,688
42,701
42,792
42,1133
42,1168
42,1395
42,2162
42,2743
42,3192
42,3398
42,3847
43,114
43,128
44,564
44,579
44,1761
44,2110
44,2625
44,2771
44,3233
44,3554
45,571
45,2019
46,324
46,622
46,1656
46,2086
47,403
48,49
48,51
48,58
48,96
48,100
48,115
48,146
48,173
48,265
48,625
48,940
48,1486
48,2056
48,3725
49,123
49,265
49,372
49,804
49,1486
49,3725
50,51
50,56
50,157
50,273
50,625
50,761
50,781
50,811
50,963
50,1411
50,1561
50,1814
50,3687
50,3750
50,3869
51,71
51,79
51,92
51,100
51,120
51,132
51,146
51,154
51,177
51,187
51,216
51,224
51,273
51,341
51,345
51,346
51,364
51,380
51,385
51,397
51,531
51,626
51,673
51,711
51,747
51,805
51,810
51,811
51,940
51,1538
51,2030
51,2779
51,3216
51,3239
51,3522
51,3897
53,109
53,126
53,129
53,152
53,177
53,200
53,399
53,479
53,494
53,647
53,742
53,781
53,828
53,882
53,930
53,1316
53,2809
53,2952
53,3358
53,3773
54,331
54,745
54,992
54,1746
54,2166
54,2195
54,2208
54,2431
54,2782
54,3423
54,3496
54,3794
55,84
55,272
55,734
55,776
56,1411
56,1486
56,1814
56,3687
56,3750
57,488
58,81
58,99
58,120
58,122
58,138
58,154
58,177
58,218
58,240
58,265
58,268
58,269
58,279
