id1,id2
1,212
1,1155
1155,1966
1155,1968
1155,1970
1155,1974
1155,1975
1155,1980
1155,1982
1155,1985
1155,1991
1155,1997
1155,2028
1155,2033
1155,2039
1155,2046
1155,2049
1155,2058
1155,2061
1155,2067
1155,2085
1155,2092
1155,2104
1155,2137
1155,2138
1155,2154
1155,2173
1155,2174
1155,2175
1155,2176
1155,2177
1155,2182
1155,2186
1155,2187
1155,2188
1155,2209
1155,2216
1155,2223
1155,2235
1155,2248
1155,2251
1155,2254
1155,2275
1155,2299
1155,2305
1155,2307
1155,2308
1155,2311
1155,2326
1155,2342
1155,2344
1155,2352
1155,2355
1155,2356
1155,2364
1155,2368
1155,2382
1155,2393
1155,2401
1155,2415
1155,2419
1155,2422
1155,2429
1155,2432
1155,2435
1155,2449
1155,2450
1155,2453
1155,2455
1155,2469
1155,2481
1155,2484
1155,2489
1155,2491
1155,2502
1155,2531
1155,2554
1155,2560
1155,2573
1155,2592
1155,2613
1155,2614
1155,2616
1155,2618
1155,2634
1155,2637
1155,2644
1155,2657
1155,2658
1155,2664
1155,2692
1155,2718
1155,2719
1155,2723
1155,2725
1155,2726
1155,2744
1155,2747
1155,2754
1155,2762
1155,2769
1155,2776
1155,2792
1155,2799
1155,2803
1155,2806
1155,2812
1155,2816
1155,2821
1155,2843
1155,2847
1155,2853
1155,2873
1155,2878
1155,2880
1155,2895
1155,2900
1155,2905
1155,2907
1155,2913
1155,2925
1155,2938
1155,2940
1155,2949
1155,2962
1155,2970
1155,2972
1155,2991
1155,2996
1155,2999
1155,3002
1155,3008
1155,3017
1155,3022
1155,3028
1155,3040
1155,3041
1155,3052
1155,3059
1155,1770
1155,1186
1155,1316
1155,1594
1155,1159
1155,3077
1155,3089
1155,3093
1155,1173
1155,1175
1155,3101
1155,1187
1155,3105
1155,1198
1155,3115
1155,1201
1155,1205
1155,3123
1155,3126
1155,1220
1155,1221
1155,1223
1155,3141
1155,1239
1155,1240
1155,3145
1155,3146
1155,1248
1155,1258
1155,1265
1155,1273
1155,1282
1155,3168
1155,3169
1155,1287
1155,3174
1155,1291
1155,3191
1155,3192
1155,3194
1155,1311
1155,3195
1155,3199
1155,1321
1155,1325
1155,1324
1155,1331
1155,3214
1155,1348
1155,1357
1155,1359
1155,1364
1155,1371
1155,1379
1155,1388
1155,3241
1155,1392
1155,1401
1155,1404
1155,1405
1155,3253
1155,3261
1155,1420
1155,3265
1155,1428
1155,1429
1155,1440
1155,3280
1155,3296
1155,3299
1155,1458
1155,1463
1155,1464
1155,1466
1155,1470
1155,1472
1155,1473
1155,3317
1155,3320
1155,3322
1155,1489
1155,3330
1155,3339
1155,1503
1155,1506
1155,3342
1155,1512
1155,1513
1155,3354
1155,3355
1155,1529
1155,1530
1155,1531
1155,3366
1155,1536
1155,3371
1155,1537
1155,1539
1155,3373
1155,1544
1155,1551
1155,3386
1155,1563
1155,1565
1155,1570
1155,1576
1155,3406
1155,1592
1155,1593
1155,1598
1155,3428
1155,3433
1155,1607
1155,1608
1155,1610
1155,3443
1155,1616
1155,3445
1155,1625
1155,1628
1155,3458
1155,3461
1155,1640
1155,3466
1155,3468
1155,3470
1155,3472
1155,1650
1155,1661
1155,3479
1155,3485
1155,1668
1155,1669
1155,3490
1155,1670
1155,1673
1155,3495
1155,3500
1155,3501
1155,3502
1155,1682
1155,3504
1155,1687
1155,1693
1155,1698
1155,1702
1155,1708
1155,3516
1155,1712
1155,3527
1155,1724
1155,1727
1155,1735
1155,3544
1155,1736
1155,1740
1155,3553
1155,1755
1155,3555
1155,1757
1155,1762
1155,3559
1155,1767
1155,3566
1155,3568
1155,3570
1155,1780
1155,1783
1155,1785
1155,3574
1155,1793
1155,1794
1155,1796
1155,1801
1155,3587
1155,3588
1155,1809
1155,1810
1155,1812
1155,1818
1155,3607
1155,1821
1155,3608
