id1,id2
1,3
1,14
1,15
1,16
1,42
1,48
1,63
1,65
1,77
1,86
1,97
1,113
1,123
1,131
1,167
1,173
1,191
1,194
1,288
1,425
1,730
1,747
1,850
1,1140
1,1249
1,1380
1,1398
1,1822
1,2278
1,2656
1,2877
1,3310
1,3469
1,4365
1,5178
1,6273
2,120
3,14
3,52
3,65
3,139
3,198
3,234
3,351
3,526
3,651
3,2205
3,2342
4,85
5,22
5,751
6,387
7,63
7,234
7,654
7,874
7,960
7,3711
7,4848
7,5242
7,5716
8,14
8,128
8,174
8,227
8,1448
9,4304
9,5089
10,72
10,96
10,351
10,545
10,2483
10,3897
11,4769
12,38
12,188
12,454
12,3050
12,5857
13,118
13,211
13,1323
13,2056
13,2753
13,3866
13,4454
14,16
14,21
14,24
14,48
14,65
14,69
14,77
14,91
14,97
14,113
14,120
14,123
14,131
14,157
14,158
14,161
14,164
14,173
14,191
14,194
14,201
14,207
14,216
14,234
14,235
14,251
14,253
14,279
14,284
14,318
14,326
14,337
14,404
14,425
14,502
14,512
14,582
14,623
14,637
14,730
14,735
14,779
14,828
14,850
14,1075
14,1119
14,1140
14,1159
14,1179
14,1215
14,1247
14,1351
14,1380
14,1395
14,1448
14,1484
14,1869
14,1907
14,2015
14,2052
14,2137
14,2203
14,2349
14,2404
14,2507
14,2804
14,2976
14,3080
14,3424
14,3514
14,3598
14,4553
14,5362
14,6062
15,4180
16,21
16,77
16,120
16,123
16,131
16,227
16,234
16,318
16,326
16,730
16,1409
16,1869
17,1025
17,2738
17,5128
18,24
19,137
19,141
19,227
19,1213
19,1988
19,2556
19,2673
19,2696
20,671
21,24
21,104
21,148
21,205
21,314
21,502
21,829
21,916
21,1213
21,2425
21,2430
22,119
23,77
23,100
23,145
23,382
23,398
23,437
23,444
23,659
23,735
23,749
23,776
23,953
23,969
23,2508
23,3209
23,3228
23,3510
23,4488
23,4877
24,39
24,52
24,148
24,157
24,452
24,1201
24,1703
24,1752
24,2263
24,3514
25,375
25,895
25,2040
26,162
27,71
27,432
27,2020
27,5487
28,2738
29,321
29,326
29,846
30,1959
31,333
31,1527
32,82
32,1247
33,142
33,3719
33,5710
34,705
34,743
34,1084
34,1101
34,1109
34,2415
34,4543
35,192
35,770
35,841
35,944
35,1719
35,2022
35,2883
35,2886
35,2899
35,3518
35,4004
35,5499
36,461
36,559
36,752
36,1127
36,1365
37,756
37,2738
38,80
38,81
38,103
38,188
38,406
38,454
38,539
38,578
38,1582
38,1701
38,2131
38,3673
38,5857
39,730
39,846
40,417
40,903
41,134
41,1440
41,1466
41,1531
41,2419
41,2478
41,3221
41,4058
41,4763
41,6267
42,48
43,71
43,4915
44,76
44,628
44,1633
45,95
45,1076
45,1243
45,3700
46,75
46,160
46,242
46,395
46,407
46,674
46,681
46,1123
46,1313
46,1710
46,1741
46,1999
46,2068
46,2970
46,3200
46,3255
46,3997
46,4219
46,4960
46,5062
46,5224
46,5244
46,5535
47,198
47,1509
47,1618
48,97
48,113
48,123
48,191
48,234
48,320
48,730
48,1249
49,3539
50,1161
50,1167
50,1290
51,96
51,3549
52,76
52,77
52,79
52,120
52,148
52,153
52,157
52,194
52,227
52,234
52,235
52,296
52,318
52,320
52,403
52,425
52,455
52,642
52,730
52,1002
52,1093
52,1119
52,1138
52,1145
52,1246
52,1274
52,1796
52,1862
52,1877
52,1982
52,1989
52,2015
52,2056
52,2425
52,2629
52,2656
52,2706
52,2769
52,3086
52,3304
52,3459
52,3514
52,4346
52,4771
52,5235
53,532
53,730
53,1396
53,2425
54,85
55,391
55,629
55,653
55,871
55,885
55,1185
55,1514
55,1591
55,1718
55,2157
55,2251
55,2614
55,2771
55,2802
55,2988
55,3067
55,3098
55,3335
55,3373
55,3801
55,4616
55,4663
55,5819
56,4037
57,174
57,502
57,634
57,1213
57,1528
57,3815
58,531
58,593
58,775
58,3440
58,6365
59,153
59,227
59,404
59,493
59,903
59,965
59,1104
59,1145
59,1862
59,1955
59,5607
60,61
60,62
60,94
60,129
60,167
60,965
61,94
61,129
61,4198
62,94
63,149
63,234
63,326
63,327
63,652
63,697
63,844
63,960
63,1055
63,1323
63,2074
63,2374
63,2472
63,2640
63,2662
63,3443
63,3606
63,3731
63,4365
63,4502
64,1267
64,1941
64,2602
64,2879
64,3274
64,3671
64,5130
64,5987
65,82
65,123
65,126
65,1063
66,588
66,683
66,1179
66,1806
66,6042
67,4463
67,5873
68,562
68,814
68,2717
68,3323
69,234
70,1447
70,3696
71,432
71,435
71,2854
71,3348
71,3494
72,96
72,279
72,299
72,418
72,502
72,2483
72,3150
73,570
73,667
73,1323
73,1888
73,2284
73,2706
73,3273
73,4963
74,922
74,1874
74,2010
74,3032
74,4131
75,242
75,273
75,674
75,3060
76,184
76,471
76,587
76,628
76,1403
76,3296
77,97
77,100
77,120
77,123
77,130
77,154
77,159
77,162
77,173
77,207
77,216
77,234
77,272
77,279
77,317
77,326
77,364
77,398
77,403
77,425
77,434
77,450
77,477
77,485
77,502
77,506
77,523
77,562
77,582
77,618
77,637
77,666
77,683
77,749
77,764
77,776
77,779
77,818
77,846
77,850
77,872
77,953
77,958
77,987
77,1002
77,1119
77,1140
77,1150
77,1263
77,1398
77,1734
77,1772
77,1877
77,1907
77,1946
77,2015
77,2247
77,2267
77,2472
77,2501
77,2516
77,2530
77,2656
77,2739
77,2879
77,2974
77,3143
77,3167
77,3202
77,3228
77,3444
77,3474
77,3514
77,3770
77,3821
77,3866
77,4183
77,4502
77,5089
77,6062
78,99
79,102
80,1437
81,1701
82,161
82,688
82,998
83,107
83,272
83,518
83,820
83,987
83,2267
83,3143
83,3350
83,5132
83,5288
84,2567
84,4346
85,87
85,89
85,256
85,5092
86,158
86,194
86,227
86,235
86,320
86,452
86,779
86,1000
86,1166
86,1168
86,1246
86,1289
86,1891
86,1989
86,2098
86,2460
86,2507
86,3514
86,4472
87,89
87,5092
88,5298
89,2869
90,3675
91,113
91,123
91,142
91,149
91,191
91,194
91,207
91,227
91,234
91,318
91,320
91,403
91,432
91,466
91,506
91,697
91,710
91,723
91,734
91,795
91,835
91,874
91,904
91,1107
91,1119
91,1209
91,1263
91,1380
91,1497
91,1860
91,1914
91,1946
91,1989
91,2015
91,2097
91,2098
91,2349
91,2404
91,2460
91,2656
91,2976
91,3444
91,3469
91,3514
91,3692
91,4009
91,4116
91,4438
91,4878
92,516
92,4047
92,6368
93,3298
94,129
95,234
95,293
95,418
95,1076
96,299
96,4795
97,113
97,173
97,318
97,488
97,502
97,506
97,680
97,1263
97,1376
97,2656
97,2740
98,709
99,508
99,1398
99,4346
99,5234
99,5362
100,120
100,235
100,284
100,320
100,496
100,584
100,779
100,1215
100,1323
100,1617
100,2567
101,1002
102,227
102,2137
103,539
103,828
103,990
103,4495
103,4528
103,5082
103,5267
104,2422
105,275
105,404
105,499
105,903
105,1093
105,1224
105,1374
105,1845
105,1955
105,1977
105,2003
105,2423
105,2752
105,4028
106,502
106,618
106,666
106,683
106,1167
106,1644
106,1884
106,1906
106,1907
106,2174
106,2343
106,2685
106,3067
106,3759
106,3976
106,4306
106,4404
106,4750
106,5089
106,6170
106,6337
107,146
107,190
107,272
107,327
107,390
107,425
107,502
107,638
107,744
107,763
107,837
107,873
107,987
107,1734
107,2267
107,2618
107,3030
107,3498
107,3577
107,4224
107,4478
107,4808
107,5319
107,5772
107,6196
108,400
108,1258
108,1933
108,3391
109,737
109,1146
110,333
111,585
111,3636
111,4730
112,1246
112,3122
113,146
113,190
113,207
113,235
113,318
113,512
113,734
113,1119
113,1140
113,1246
113,1248
113,1263
113,1380
113,2015
113,2098
113,2349
113,2507
113,2740
113,3514
114,4050
114,5426
115,5269
116,781
116,863
116,1569
116,2702
117,584
117,2700
117,2740
117,5362
118,284
118,652
118,1134
118,1628
118,2151
118,2472
118,4239
118,4502
118,5680
118,6211
120,190
120,478
120,735
120,1075
121,259
121,305
121,374
121,1891
121,2247
121,4927
122,135
122,146
122,227
122,234
122,263
122,697
122,1019
122,1140
122,1365
122,2507
122,2871
122,3472
122,4716
123,131
123,173
123,191
123,194
123,207
123,224
123,227
123,234
123,235
123,272
123,318
123,320
123,337
123,502
123,648
123,730
123,779
123,1000
123,1107
123,1183
